machine,status,anchor,k0,meta_a,meta_b,kmin,nrules,qh,score
1RB---_0LC1RD_1LB1RC_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB---_0LC1RD_1LB1RC_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_0LC1RD_1LB1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB---_0LC1RD_1LB1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_0LC1RD_1LC1LD_0RB0RD,irules,199806,445,1,1,1,0,T,1
1RB---_0LC1RD_1LC1RD_1LB0RD,irules,197626,83,1,1,3,1,T,1
1RB---_0RC---_0LC1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_0RC---_0RD0RC_1LD1RC,irules,199079,630,1,2,1,0,T,2
1RB---_0RC---_1LC0LD_1RB0RC,irules,200000,200,1,1,2,2,T,1
1RB---_0RC---_1LC1RD_0LB0RD,irules,199800,445,1,1,2,0,T,1
1RB---_0RC---_1LC1RD_0RB0RD,irules,199177,772,1,3,1,0,T,1
1RB---_0RC---_1LC1RD_0RC0RD,irules,199712,631,1,2,1,0,T,2
1RB---_0RC---_1LC1RD_1LC0RD,irules,199807,446,1,1,1,0,T,2
1RB---_0RC---_1LD0RB_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_0RC---_1LD0RC_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_0RC---_1LD0RC_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC---_1LD0RC_1LD1RC,irules,199807,446,1,1,1,0,T,2
1RB---_0RC0LB_1LC1RD_1LB0RD,irules,199704,628,1,2,2,0,T,1
1RB---_0RC0LC_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LC_1LD0RB_1LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LD_0RD0RB_1LD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LD_0RD0RB_1LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LD_0RD0RC_1LD1RB,irules,199707,630,1,2,1,0,T,1
1RB---_0RC0LD_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LD_1LD0RB_1LD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LD_1LD0RB_1LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0LD_1LD0RC_1LD1RB,irules,199802,445,1,1,1,0,T,1
1RB---_0RC0RB_0LD---_1LD1RB,irules,199807,446,1,1,1,0,T,1
1RB---_0RC0RB_0LD0RB_1LD1RC,irules,199807,446,1,1,2,0,T,1
1RB---_0RC0RB_0LD1RB_1LD1LB,irules,199802,445,1,1,1,0,T,1
1RB---_0RC0RB_0RD---_1LD1RB,irules,199692,773,1,3,1,0,T,1
1RB---_0RC0RB_0RD0RB_1LD1RC,irules,199692,773,1,3,1,0,T,1
1RB---_0RC0RB_0RD1RB_1LC1LD,irules,197836,545,1,3,4,1,T,1
1RB---_0RC0RB_0RD1RB_1LD0RC,irules,199393,630,1,2,1,0,T,1
1RB---_0RC0RB_0RD1RB_1LD1LB,irules,198659,770,1,3,1,0,T,1
1RB---_0RC0RB_0RD1RB_1LD1RC,irules,199393,315,1,1,2,0,T,1
1RB---_0RC0RB_1LB0LD_1LD1RB,irules,199802,445,1,1,2,0,T,1
1RB---_0RC0RB_1LB0RD_1LD1RB,irules,198661,770,1,3,1,0,T,1
1RB---_0RC0RB_1LB1LD_1LD1RB,irules,199078,629,1,2,2,0,T,1
1RB---_0RC0RB_1LC0LD_0RD1RB,irules,199352,444,1,1,1,0,T,1
1RB---_0RC0RB_1LC0LD_1RB1RD,irules,199089,629,1,2,1,0,T,1
1RB---_0RC0RB_1LC0LD_1RD0RB,irules,199330,443,1,1,2,0,T,1
1RB---_0RC0RB_1LC0LD_1RD1LB,irules,199948,772,1,3,1,0,T,1
1RB---_0RC0RB_1LC0RD_---1RB,irules,199358,445,1,1,1,0,T,1
1RB---_0RC0RB_1LC0RD_1RB1LD,irules,199078,629,1,2,1,0,T,1
1RB---_0RC0RB_1LC1LD_0RD1RB,irules,199078,629,1,2,1,0,T,1
1RB---_0RC0RB_1LC1LD_1RC1RB,irules,199948,772,1,3,1,0,T,1
1RB---_0RC0RB_1LC1LD_1RD0RB,irules,199434,772,1,3,1,0,T,1
1RB---_0RC0RB_1LC1LD_1RD1RB,irules,198810,703,1,5,1,0,T,1
1RB---_0RC0RB_1LC1RB_------,irules,199712,631,1,2,1,0,T,1
1RB---_0RC0RB_1LC1RD_---0RB,irules,199712,631,1,2,1,0,T,1
1RB---_0RC0RB_1LC1RD_---1RB,irules,199358,445,1,1,2,0,T,1
1RB---_0RC0RB_1LC1RD_0RB0LC,irules,199078,629,1,2,1,0,T,1
1RB---_0RC0RB_1LC1RD_1LB0RD,irules,198914,889,1,4,1,0,T,1
1RB---_0RC0RB_1LC1RD_1RB0LC,irules,199352,444,1,1,2,0,T,1
1RB---_0RC0RB_1LC1RD_1RB1LD,irules,199948,772,1,3,1,0,T,1
1RB---_0RC0RB_1LD---_1LD1RB,irules,199712,631,1,2,1,0,T,1
1RB---_0RC0RB_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0RB_1LD0RB_1LD1RC,irules,199712,631,1,2,1,0,T,1
1RB---_0RC0RB_1LD0RD_1LC1RB,irules,199084,315,1,1,2,1,T,5
1RB---_0RC0RB_1LD1LC_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0RB_1LD1LC_0RC1RB,irules,199810,447,1,2,4,1,T,1
1RB---_0RC0RB_1LD1RB_1LD0RC,irules,199358,445,1,1,1,0,T,1
1RB---_0RC0RB_1LD1RB_1LD1LB,irules,199078,629,1,2,1,0,T,1
1RB---_0RC0RB_1LD1RB_1LD1RC,irules,199358,445,1,1,2,0,T,1
1RB---_0RC0RB_1LD1RC_1LC1RB,irules,199087,315,1,1,2,1,T,7
1RB---_0RC0RB_1LD1RD_1LC0RB,irules,199712,315,1,1,2,1,T,1
1RB---_0RC0RB_1LD1RD_1LC1RB,irules,199084,315,1,1,2,1,T,5
1RB---_0RC0RB_1RD1RB_1LD0LC,irules,198758,314,1,1,3,1,T,1
1RB---_0RC0RC_0RD0RB_1LD1RB,irules,199079,315,1,1,2,1,T,2
1RB---_0RC0RC_0RD0RB_1LD1RC,irules,199706,315,1,1,2,1,T,11
1RB---_0RC0RC_0RD0RC_1LD1RB,irules,199079,630,1,2,1,0,T,2
1RB---_0RC0RC_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0RC_1LD0RB_1LD1RB,irules,199712,315,1,1,2,1,T,1
1RB---_0RC0RC_1LD0RB_1LD1RC,irules,199083,315,1,1,2,1,T,1
1RB---_0RC0RC_1LD0RC_1LD1RB,irules,199807,446,1,1,1,0,T,2
1RB---_0RC0RD_1LC1RB_0LB0RD,irules,199800,445,1,1,2,0,T,1
1RB---_0RC0RD_1LC1RB_0RB0LC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0RD_1LC1RB_0RB0RD,irules,199177,772,1,3,1,0,T,1
1RB---_0RC0RD_1LC1RB_0RB1LD,irules,199292,547,1,3,4,1,T,1
1RB---_0RC0RD_1LC1RB_0RC0RD,irules,199712,631,1,2,1,0,T,2
1RB---_0RC0RD_1LC1RB_1LC0RD,irules,199807,446,1,1,1,0,T,2
1RB---_0RC0RD_1LC1RD_0LB0RB,irules,199085,315,1,1,2,1,T,8
1RB---_0RC0RD_1LC1RD_0RB0LC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0RD_1LC1RD_0RB0RB,irules,199077,315,1,1,2,1,T,8
1RB---_0RC0RD_1LC1RD_0RC0RB,irules,199712,315,1,1,2,1,T,2
1RB---_0RC0RD_1LC1RD_1LB0RB,irules,198914,444,1,2,2,1,T,1
1RB---_0RC0RD_1LC1RD_1LC0RB,irules,199083,315,1,1,2,1,T,8
1RB---_0RC0RD_1LC1RD_1RC0RB,irules,199088,315,1,1,2,1,T,8
1RB---_0RC0RD_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC0RD_1LD1RB_1LC0RB,irules,199712,315,1,1,2,2,T,1
1RB---_0RC1LB_0LD0RB_1LD1RC,irules,199397,316,1,1,5,1,T,1
1RB---_0RC1LB_0RD0RB_1LD1RC,irules,197836,545,1,3,4,1,T,1
1RB---_0RC1LB_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC1LB_1LD0RB_1LD1RC,irules,199810,447,1,2,4,1,T,1
1RB---_0RC1LC_1LC1RD_1LB0RD,irules,199078,628,1,2,1,0,T,1
1RB---_0RC1LD_1LC1RD_0RD0RB,irules,199810,447,1,2,4,1,T,1
1RB---_0RC1RB_1LC0LD_0RA0LC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC1RB_1LC0LD_1RB0LB,irules,199656,182,1,1,2,2,T,1
1RB---_0RC1RC_0RD0RC_1LD0RB,irules,199353,445,1,1,1,0,T,2
1RB---_0RC1RC_0RD0RC_1LD1RB,irules,199353,445,1,1,3,0,T,2
1RB---_0RC1RC_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_0RC1RD_1LB0LC_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_0RC1RD_1LB1LC_0LB0RD,irules,199390,315,1,1,4,1,T,1
1RB---_0RC1RD_1LB1LC_0RB0RD,irules,199292,547,1,3,4,1,T,1
1RB---_0RC1RD_1LB1LC_0RC0RD,irules,199810,447,1,2,4,1,T,1
1RB---_0RC1RD_1LB1LC_1LB0RD,irules,198764,315,1,1,4,1,T,1
1RB---_0RC1RD_1LB1LC_1LC0RD,irules,199399,316,1,1,3,1,T,1
1RB---_0RC1RD_1LC0RB_0RB0RD,irules,198764,629,1,2,1,0,T,1
1RB---_0RC1RD_1LC0RB_0RC0RD,irules,199358,445,1,1,1,0,T,2
1RB---_0RC1RD_1LC0RB_1LB0RD,irules,199392,629,1,2,2,0,T,1
1RB---_0RC1RD_1LC1LD_0RB0RD,irules,199691,772,1,3,1,0,T,1
1RB---_0RC1RD_1LC1RB_0RB0RD,irules,198764,315,1,1,2,0,T,1
1RB---_0RC1RD_1LC1RB_0RC0RD,irules,199358,445,1,1,2,0,T,2
1RB---_0RC1RD_1LD0RB_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB0LC_0LD0LB_1RD1LB,irules,199080,315,1,1,2,1,T,2
1RB---_1LB0LC_0LD0LC_1RD0RB,irules,199320,443,1,1,2,0,T,1
1RB---_1LB0LC_0LD0LC_1RD1LB,irules,199080,630,1,2,1,0,T,2
1RB---_1LB0LC_0LD0LC_1RD1LC,irules,199080,630,1,2,1,0,T,3
1RB---_1LB0LC_0LD0LC_1RD1RB,irules,199950,773,1,3,1,0,T,1
1RB---_1LB0LC_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LB0LC_0RC1RD_0RB0RD,irules,199357,444,1,1,1,0,T,1
1RB---_1LB0LC_0RD0LC_1RD1RB,irules,199806,446,1,1,2,0,T,1
1RB---_1LB0LC_1RC0RD_0RB0RD,irules,199339,443,1,1,2,0,T,1
1RB---_1LB0LC_1RC1LD_0LB0RD,irules,199796,444,1,1,2,0,T,1
1RB---_1LB0LC_1RC1LD_0LC0LD,irules,199713,631,1,2,1,0,T,3
1RB---_1LB0LC_1RC1LD_0RB0RD,irules,199433,771,1,3,1,0,T,1
1RB---_1LB0LC_1RC1LD_1LB0RD,irules,199393,629,1,2,2,0,T,1
1RB---_1LB0LC_1RC1LD_1RC0LD,irules,199808,446,1,1,1,0,T,3
1RB---_1LB0LC_1RC1RD_1LB0RD,irules,198758,627,1,2,2,1,T,1
1RB---_1LB0LC_1RD0LB_1RD1RB,irules,199396,315,1,1,2,1,T,1
1RB---_1LB0LC_1RD0LC_0RD0LA,undecided,0,0,0,0,0,0,?,0
1RB---_1LB0LC_1RD0LC_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB0LC_1RD0LC_1RD1LB,irules,199808,446,1,1,1,0,T,2
1RB---_1LB0LC_1RD0LC_1RD1LC,irules,199808,446,1,1,1,0,T,3
1RB---_1LB0LC_1RD0LC_1RD1RB,irules,199396,631,1,2,2,0,T,1
1RB---_1LB0LC_1RD1RC_0RB0RD,irules,199084,629,1,2,1,0,T,1
1RB---_1LB0RC_---1RD_0RB0RD,irules,199361,445,1,1,1,0,T,1
1RB---_1LB0RC_0LC1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LB0RC_0RB1RD_0RC0RD,irules,199396,630,1,2,1,0,T,1
1RB---_1LB0RC_0RB1RD_1LC0RD,irules,199392,629,1,2,2,0,T,1
1RB---_1LB0RC_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LB0RC_1LB1RD_0RC0RD,irules,199361,445,1,1,1,0,T,1
1RB---_1LB0RC_1LC1RD_0RC0RD,irules,199715,631,1,2,1,0,T,3
1RB---_1LB0RC_1LC1RD_1LC0RD,irules,199812,446,1,1,1,0,T,3
1RB---_1LB0RC_1RC1LD_0LC0LD,irules,199715,631,1,2,1,0,T,3
1RB---_1LB0RC_1RC1LD_1RC0LD,irules,199812,446,1,1,1,0,T,3
1RB---_1LB0RC_1RD1LC_0RB0RD,irules,199711,630,1,2,1,0,T,1
1RB---_1LB0RC_1RD1LC_1LB0RD,irules,199806,445,1,1,1,0,T,1
1RB---_1LB1LC_0LD0LC_1RD0LB,irules,199360,445,1,1,2,0,T,2
1RB---_1LB1LC_0LD0LC_1RD1LB,irules,199360,445,1,1,1,0,T,2
1RB---_1LB1LC_0LD0LC_1RD1LC,irules,199714,631,1,2,1,0,T,3
1RB---_1LB1LC_0LD0LC_1RD1RB,irules,199092,704,1,5,1,0,T,1
1RB---_1LB1LC_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1LC_0RC1RD_0RB0RD,irules,199711,630,1,2,1,0,T,1
1RB---_1LB1LC_0RC1RD_1LB0RD,irules,199806,445,1,1,1,0,T,1
1RB---_1LB1LC_0RD0LC_1RD1RB,irules,199391,315,1,1,2,0,T,1
1RB---_1LB1LC_0RD0RC_0LB1RC,irules,199800,445,1,1,1,0,T,1
1RB---_1LB1LC_0RD0RC_0RB1RC,irules,199176,771,1,3,1,0,T,1
1RB---_1LB1LC_0RD0RC_1LB1RC,irules,199711,630,1,2,1,0,T,1
1RB---_1LB1LC_0RD0RC_1LD1RC,irules,199083,630,1,2,1,0,T,3
1RB---_1LB1LC_1RB1RD_0LB0RD,irules,199796,445,1,1,2,0,T,1
1RB---_1LB1LC_1RB1RD_0RB0RD,irules,199433,771,1,3,1,0,T,1
1RB---_1LB1LC_1RB1RD_1LB0RD,irules,199393,630,1,2,2,0,T,1
1RB---_1LB1LC_1RC0RD_0LB0RD,irules,199803,446,1,1,2,0,T,1
1RB---_1LB1LC_1RC0RD_0RB0RD,irules,199692,773,1,3,2,0,T,1
1RB---_1LB1LC_1RC0RD_1LB0RD,irules,199396,630,1,2,1,0,T,1
1RB---_1LB1LC_1RC1LD_0LC0LD,irules,199083,630,1,2,1,0,T,3
1RB---_1LB1LC_1RC1LD_1RC0LD,irules,199811,446,1,1,1,0,T,3
1RB---_1LB1LC_1RC1RD_0LB0RD,irules,199384,315,1,1,2,0,T,1
1RB---_1LB1LC_1RC1RD_0RB0RD,irules,199657,705,1,5,1,0,T,1
1RB---_1LB1LC_1RC1RD_1LB0RD,irules,199837,546,1,3,1,0,T,1
1RB---_1LB1LC_1RD0LC_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1LC_1RD0LC_1RD0RB,irules,199389,628,1,2,2,1,T,1
1RB---_1LB1LC_1RD0LC_1RD1LC,irules,199811,446,1,1,1,0,T,3
1RB---_1LB1LC_1RD0LC_1RD1RB,irules,199108,545,1,3,1,0,T,1
1RB---_1LB1LC_1RD0LD_1RB0RB,irules,199928,168,1,1,1,2,T,1
1RB---_1LB1LC_1RD0RB_0LC0RD,irules,199387,628,1,2,2,0,T,1
1RB---_1LB1LC_1RD0RD_1LB0RC,irules,199396,315,1,1,2,1,T,1
1RB---_1LB1LC_1RD1LB_0LC0RD,irules,199796,445,1,1,2,0,T,1
1RB---_1LB1RC_---0RD_0RB0RD,irules,199081,630,1,2,1,0,T,1
1RB---_1LB1RC_---0RD_1LB0RD,irules,199809,446,1,1,1,0,T,1
1RB---_1LB1RC_---1RD_0RB0RD,irules,199361,445,1,1,1,0,T,1
1RB---_1LB1RC_0LB0RD_0RC0RD,irules,199805,446,1,1,2,0,T,1
1RB---_1LB1RC_0LB0RD_0RC1LD,irules,199395,316,1,1,5,1,T,1
1RB---_1LB1RC_0LC1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_0LD0RC_0RB---,irules,199804,445,1,1,2,0,T,1
1RB---_1LB1RC_0LD0RC_1RC0RB,irules,199797,444,1,1,2,0,T,1
1RB---_1LB1RC_0RB0RC_------,irules,199081,630,1,2,1,0,T,1
1RB---_1LB1RC_0RB0RD_0LC0RC,irules,199716,315,1,1,2,1,T,5
1RB---_1LB1RC_0RB0RD_0LC0RD,irules,199804,445,1,1,2,0,T,1
1RB---_1LB1RC_0RB0RD_0RC0LB,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_0RB0RD_0RC0RC,irules,199710,315,1,1,2,1,T,5
1RB---_1LB1RC_0RB0RD_0RC0RD,irules,198662,771,1,3,1,0,T,1
1RB---_1LB1RC_0RB0RD_0RC1LD,irules,198563,546,1,3,4,1,T,1
1RB---_1LB1RC_0RB0RD_1LB0RC,irules,199714,315,1,1,2,1,T,5
1RB---_1LB1RC_0RB0RD_1LC0RC,irules,199718,315,1,1,2,1,T,5
1RB---_1LB1RC_0RB0RD_1RC0RC,irules,199716,315,1,1,2,1,T,5
1RB---_1LB1RC_0RB1RD_0RC0RD,irules,199396,316,1,1,2,0,T,1
1RB---_1LB1RC_0RC0RD_0RB0LC,irules,199951,258,1,1,3,1,T,1
1RB---_1LB1RC_0RC0RD_0RB1LC,irules,198917,446,1,2,4,1,T,1
1RB---_1LB1RC_0RC0RD_1LB1LC,irules,198766,315,1,1,4,1,T,1
1RB---_1LB1RC_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_0RD0LB_0RB0RC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_0RD0LB_0RB0RD,irules,199711,630,1,2,1,0,T,1
1RB---_1LB1RC_0RD0LB_1LB0RC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_0RD0LB_1LB0RD,irules,199806,445,1,1,1,0,T,1
1RB---_1LB1RC_0RD0RC_0LB---,irules,199805,446,1,1,1,0,T,1
1RB---_1LB1RC_0RD0RC_0RB---,irules,198662,771,1,3,1,0,T,1
1RB---_1LB1RC_0RD0RC_1LB---,irules,199081,630,1,2,1,0,T,1
1RB---_1LB1RC_0RD0RC_1LC0LB,irules,199798,445,1,1,2,0,T,1
1RB---_1LB1RC_0RD0RC_1LC0RB,irules,199176,771,1,3,1,0,T,1
1RB---_1LB1RC_0RD0RC_1LC1LB,irules,199709,630,1,2,2,0,T,1
1RB---_1LB1RC_0RD0RC_1LD0RB,irules,199355,445,1,1,1,0,T,2
1RB---_1LB1RC_0RD0RC_1LD1RB,irules,199355,445,1,1,3,0,T,2
1RB---_1LB1RC_0RD0RC_1LD1RC,irules,199081,630,1,2,1,0,T,3
1RB---_1LB1RC_0RD0RD_1LB0RC,irules,199714,315,1,1,2,1,T,1
1RB---_1LB1RC_1LB0RC_------,irules,199809,446,1,1,1,0,T,1
1RB---_1LB1RC_1LB0RD_0RC0LB,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_1LB0RD_0RC0LC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_1LB0RD_0RC0RC,irules,199081,315,1,1,2,1,T,1
1RB---_1LB1RC_1LB0RD_0RC0RD,irules,199081,630,1,2,1,0,T,1
1RB---_1LB1RC_1LB0RD_0RC1LD,irules,198917,446,1,2,4,1,T,1
1RB---_1LB1RC_1LB0RD_1LB0RC,irules,199809,223,1,1,2,1,T,1
1RB---_1LB1RC_1LB0RD_1LC0RC,irules,199809,223,1,1,2,1,T,1
1RB---_1LB1RC_1LB0RD_1LC0RD,irules,199809,446,1,1,2,0,T,1
1RB---_1LB1RC_1LB1RD_0RC0RD,irules,199361,445,1,1,1,0,T,1
1RB---_1LB1RC_1LC1RD_0RC0RD,irules,199715,631,1,2,1,0,T,3
1RB---_1LB1RC_1LC1RD_1LC0RD,irules,199812,446,1,1,1,0,T,3
1RB---_1LB1RC_1LD0RC_0LB1RC,irules,197624,83,1,1,3,1,T,1
1RB---_1LB1RC_1LD0RC_0LD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_1LD0RC_0LD1RC,undecided,0,0,0,0,0,0,?,0
1RB---_1LB1RC_1LD0RC_0RB0LD,irules,199075,627,1,2,2,0,T,1
1RB---_1LB1RC_1LD0RC_0RB0RD,irules,198469,888,1,4,1,0,T,1
1RB---_1LB1RC_1LD0RC_0RB1LB,irules,199711,629,1,2,1,0,T,1
1RB---_1LB1RC_1LD0RC_0RD0RB,irules,199711,630,1,2,1,0,T,1
1RB---_1LB1RC_1LD0RC_0RD1LB,irules,199804,445,1,1,2,0,T,1
1RB---_1LB1RC_1LD0RC_1LB---,irules,199809,446,1,1,2,0,T,1
1RB---_1LB1RC_1LD0RC_1LD1RC,irules,199809,446,1,1,1,0,T,3
1RB---_1LB1RC_1LD0RD_1LB0RC,irules,199809,223,1,1,2,1,T,1
1RB---_1LB1RC_1RB0RD_1LD0LC,irules,199927,169,1,1,2,2,T,1
1RB---_1LB1RC_1RC1LD_0LC0LD,irules,199082,630,1,2,1,0,T,3
1RB---_1LB1RC_1RC1LD_1RC0LD,irules,199810,446,1,1,1,0,T,3
1RB---_1LB1RC_1RD0LB_0RB0RD,irules,199357,444,1,1,1,0,T,1
1RB---_1LB1RC_1RD0RC_0LD0RB,irules,199709,629,1,2,1,0,T,1
1RB---_1LB1RC_1RD0RC_0LD1LB,irules,199805,445,1,1,1,0,T,1
1RB---_1LB1RC_1RD0RC_1LD1LB,irules,199081,629,1,2,1,0,T,1
1RB---_1LB1RC_1RD1LC_0LB0RD,irules,199798,445,1,1,2,0,T,1
1RB---_1LB1RC_1RD1LC_0RB0RD,irules,199433,771,1,3,1,0,T,1
1RB---_1LB1RC_1RD1LC_1LB0RD,irules,199395,630,1,2,1,0,T,1
1RB---_1LC---_0LC1RD_1LC0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC---_0LD0LC_1RD1LC,irules,199080,630,1,2,1,0,T,2
1RB---_1LC---_0RC1LD_1RC0LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC---_1LC1RD_0RB0RD,irules,199081,630,1,2,1,0,T,1
1RB---_1LC---_1LC1RD_0RC0RD,irules,199081,630,1,2,1,0,T,2
1RB---_1LC---_1LC1RD_1LB0RD,irules,199809,446,1,1,2,0,T,1
1RB---_1LC---_1LC1RD_1LC0RD,irules,199809,446,1,1,1,0,T,2
1RB---_1LC---_1RC1LD_0LC0LD,irules,199714,631,1,2,1,0,T,2
1RB---_1LC---_1RC1LD_1RC0LD,irules,199811,446,1,1,1,0,T,2
1RB---_1LC---_1RD0LC_0RD0LA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC---_1RD0LC_0RD1LC,undecided,0,0,0,0,0,0,?,0
1RB---_1LC---_1RD0LC_1RD1LC,irules,199808,446,1,1,1,0,T,2
1RB---_1LC0LA_0LB1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0LB_0LD1LB_1RD0RC,irules,198758,316,1,1,5,0,T,1
1RB---_1LC0LB_0RB1RD_1LB0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0LB_0RC0LD_1RD1LB,irules,199077,628,1,2,1,0,T,1
1RB---_1LC0LB_0RC1RD_1RD1LB,irules,199806,445,1,1,1,0,T,1
1RB---_1LC0LB_1RC1RD_0RD1LB,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0LB_1RC1RD_1RD1LB,irules,199082,629,1,2,1,0,T,1
1RB---_1LC0LB_1RD1LB_1RC1RC,irules,199714,315,1,1,2,1,T,1
1RB---_1LC0LC_0LD0LB_1RD1LC,irules,199715,315,1,1,2,1,T,4
1RB---_1LC0LC_0LD0LC_1RD1LB,irules,199080,630,1,2,1,0,T,2
1RB---_1LC0LC_1RD0LC_1RD1LB,irules,199808,446,1,1,1,0,T,2
1RB---_1LC0LD_0LD0LD_1RD0RB,irules,199202,199,1,1,2,2,T,3
1RB---_1LC0LD_0LD0RD_1RD0RB,irules,199205,199,1,1,2,2,T,3
1RB---_1LC0LD_0LD1LB_1RD0RB,irules,199992,200,1,1,2,2,T,3
1RB---_1LC0LD_0LD1RB_1RD0RB,irules,199206,199,1,1,2,2,T,3
1RB---_1LC0LD_0RB0LC_1RD1LC,irules,199796,444,1,1,2,0,T,1
1RB---_1LC0LD_0RB0LC_1RD1RB,irules,199391,629,1,2,2,0,T,1
1RB---_1LC0LD_1LB1RD_1RB0RB,irules,199927,169,1,1,2,2,T,1
1RB---_1LC0LD_1RC0LB_0LC1LC,irules,199999,6059,1,1,1,0,T,1
1RB---_1LC0LD_1RC0LB_0LC1RB,irules,199996,11763,1,2,1,0,T,1
1RB---_1LC0LD_1RC1LB_0LC0LB,irules,199084,315,1,1,2,1,T,4
1RB---_1LC0LD_1RC1LB_0LC0LD,irules,199084,630,1,2,1,0,T,4
1RB---_1LC0LD_1RC1LB_1RC0LD,irules,199812,446,1,1,1,0,T,4
1RB---_1LC0LD_1RC1LB_1RD0RB,irules,199913,169,1,1,2,2,T,1
1RB---_1LC0LD_1RC1LD_0LC0LB,irules,199714,315,1,1,2,1,T,2
1RB---_1LC0RB_0LC0LD_0RA---,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0LD_0RD1RA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0LD_1RA0RA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0LD_1RA1RA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0LD_1RD1RA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0RD_0LA1LA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0RD_1LA0LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0RD_1LA0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0RD_1LA1LA,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0RD_1LA1LD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC0RD_1LA1RC,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1LD_0RD1RB,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1RB_------,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1RD_0RB0LC,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1RD_0RB0RB,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1RD_0RB0RC,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1RD_0RB0RD,undecided,0,0,0,0,0,0,?,0
1RB---_1LC0RB_0LC1RD_0RB1RC,undecided,0,0,0,0,0,0,?,0
